"Ronaldo Ribeiro Goldschmidt","MEMORE – Um Ambiente para Apoio ao Acompanhamento da Utilização de Computadores na Educação"
"Ronan Anacleto Lopes","Um estudo preliminar sobre conceitos extrínsecos e intrínsecos do processo de Gamification"
"Trazíbulo Henrique Pardo Casas","COMPUTER SCIENCE IN THE EDUCATION: THE VISION OF THE TEACHERS"
"Valéria de Araújo","WORKFLOW FOR AUTHORING COURSES FOR DISTANCE EDUCATION WITH SUPPORT TO COOPERATION"
"Vanessa Gindri Vieira","Uma Proposta para o Ensino de Engenharia de Software a partir da Resolução de Problemas"
"Vânia Mattozo","Cyberspace and Computer Networks in Construction of New Knowledge"
"Vânia Paula Néris","COGNITOR: Um Framework Baseado na Linguagem de Padrões COGLEARN"
"Vera Salvador","LEARN@WEB  Um Ambiente Integrado para Aprendizagem Cooperativa"
"Vicente Lima Crisóstomo","Information Technology in Accounting Teaching"
"Victor Wanderley","Design of a Selfstanding Multimedia Enriched Projector to enhance teaching experience in classroom in Brazilian public schools"
"Vinícius Costa Souza","Customizando Ambientes na Web para Língua Brasileira de Sinais Usando WebServices"
"Vinícius Rodrigues Nunes","Ensino de Computação com SCRATCH no Ensino Fundamental – Um Estudo de Caso"
"Vinícyus Santos Guimarães","UM AMBIENTE PARA AS PRÁTICAS LABORATORIAIS DE FÍSICA: ESTUDO DO PÊNDULO MATEMÁTICO"
"Viviane Modesto Ferraz","INDICATIVOS DE PARTICIPAÇÃO E CONVERSAÇÃO EM UMA COMUNIDADE VIRTUAL DE ENFERMAGEM E CONSIDERAÇÕES SOBRE A APRENDIZAGEM"
"Viviane Soares Rodrigues Silva","Análise Temporal de Redes de Coautorias: Um Estudo sobre as Interações dos Autores na Revista Brasileira de Informática na Educação"
"Viviane Torres da Silva","ContentNet: a framework for interoperability of educational content using the IMS platform"
"Wagner Cambruzzi","Aplicações de Mineração de Dados Educacionais e Learning Analytics com foco na evasão escolar: oportunidades e desafios"
"Washington Romão dos Santos","UMA OFICINA DE INCLUSÃO DIGITAL PARA A CONSTRUÇÃO SOCIAL: estudo de caso no CEET Vasco Coutinho – Espírito Santo"
"Wender Antônio da Silva","UMA ARQUITETURA PARA DISTRIBUIÇÃO DE AMBIENTES VIRTUAIS DE REALIDADE AUMENTADA APLICADA À EDUCAÇÃO"
"Wesley Peron Seno","DEMAW: An environment of Distance Education"
"Wiris Serafim de Menezes","Conflito Sóciocognitivo e Estilos de Aprendizagem na Formação de Grupos para o Aprendizado Colaborativo de Programação de Computadores"
"Zélia Maria Soares Jófili","CONSTRUÇÃO E UTILIZAÇÃO DE UMA HORTA MEDICINAL ELETRÔNICA NO ENSINO DE CIÊNCIAS"
"Solange Oliveira Rezende","Intelligent System to Support Training and Education: Architecture and Evaluation"
"Solon Rabello","COMPUTAÇÃO MÓVEL E UBÍQUA NO CONTEXTO DE UMA GRADUAÇÃO DE REFERÊNCIA"
"Sonia Schechtman Sette","DEGREE IN COMPUTING  An open question"
"Sônia Sette","Design of a Selfstanding Multimedia Enriched Projector to enhance teaching experience in classroom in Brazilian public schools"
"Stanley Loh","O USO DE TÉCNICAS DE RECOMENDAÇÃO EM UM SISTEMA PARA APOIO À APRENDIZAGEM COLABORATIVA"
"Susana Ester Krüger","Pedagogical Evaluation of STR Software"
"Tainá Medeiros","Ensinoaprendizagem de programação: uma revisão  sistemática da literatura"
"Tânia Barbosa Salles Gava","Moonline: A Web–Based Environment for Supporting Cooperative Knowledge Construction"
"Tânia Maria Santana de Rose","Autoeficácia e Experiência de Professores no uso de Tecnologias de Informática"
"Teresinha Froes Burnham","Processos de construção do conhecimento em sala de aula mediados pela convergência tecnológica: reflexões deste cenário emergente"
"Thais Castro","Inspeção Semiótica do ColabWeb: Proposta de Adaptações para o Contexto da Aprendizagem de Programação"
"Thaisa Barbosa Ferreira","A MODEL TO SUPPORT FORMATIVE ASSESSMENT IN THE TELEDUC ENVIRONMENT"
"Thiago Monteiro Prota","AmadeusTV: Portal Educacional na TV Digital Integrado a um Sistema de Gestão de Aprendizado"
"Thiago Reis da Silva","Ensinoaprendizagem de programação: uma revisão  sistemática da literatura"
"Thiéberson Gomes","A Utilização da Modelagem Computacional Qualitativa no Estudo do Sistema PredadorPresa"
"Tiago Machado","Design of a Selfstanding Multimedia Enriched Projector to enhance teaching experience in classroom in Brazilian public schools"
"Tiago Primo","O USO DE TÉCNICAS DE RECOMENDAÇÃO EM UM SISTEMA PARA APOIO À APRENDIZAGEM COLABORATIVA"
"Tiago Wiedemann","REBASS: Recomendação de Objetos de Aprendiza gem Utilizando Similaridade de Sessões"
"Tiarajú Asmuz Diverio","A System for Learning Demonstrations in Plane Euclidean Geometry  LEEG"
"Trazíbulo Henrique Pardo Casas","COMPUTER SCIENCE IN THE EDUCATION: THE VISION OF THE TEACHERS"
"Valéria de Araújo","WORKFLOW FOR AUTHORING COURSES FOR DISTANCE EDUCATION WITH SUPPORT TO COOPERATION"
"Vanessa Gindri Vieira","Uma Proposta para o Ensino de Engenharia de Software a partir da Resolução de Problemas"
"Vânia Mattozo","Cyberspace and Computer Networks in Construction of New Knowledge"
"Vânia Paula Néris","COGNITOR: Um Framework Baseado na Linguagem de Padrões COGLEARN"
"Vera Salvador","LEARN@WEB  Um Ambiente Integrado para Aprendizagem Cooperativa"
"Vicente Lima Crisóstomo","Information Technology in Accounting Teaching"
"Victor Wanderley","Design of a Selfstanding Multimedia Enriched Projector to enhance teaching experience in classroom in Brazilian public schools"
"Vinícius Costa Souza","Customizando Ambientes na Web para Língua Brasileira de Sinais Usando WebServices"
"Vinícius Rodrigues Nunes","Ensino de Computação com SCRATCH no Ensino Fundamental – Um Estudo de Caso"
"Vinícyus Santos Guimarães","UM AMBIENTE PARA AS PRÁTICAS LABORATORIAIS DE FÍSICA: ESTUDO DO PÊNDULO MATEMÁTICO"
"Viviane Modesto Ferraz","INDICATIVOS DE PARTICIPAÇÃO E CONVERSAÇÃO EM UMA COMUNIDADE VIRTUAL DE ENFERMAGEM E CONSIDERAÇÕES SOBRE A APRENDIZAGEM"
"Viviane Soares Rodrigues Silva","Análise Temporal de Redes de Coautorias: Um Estudo sobre as Interações dos Autores na Revista Brasileira de Informática na Educação"
"Viviane Torres da Silva","ContentNet: a framework for interoperability of educational content using the IMS platform"
"Wagner Cambruzzi","Aplicações de Mineração de Dados Educacionais e Learning Analytics com foco na evasão escolar: oportunidades e desafios"
"Washington Romão dos Santos","UMA OFICINA DE INCLUSÃO DIGITAL PARA A CONSTRUÇÃO SOCIAL: estudo de caso no CEET Vasco Coutinho – Espírito Santo"
"Wender Antônio da Silva","UMA ARQUITETURA PARA DISTRIBUIÇÃO DE AMBIENTES VIRTUAIS DE REALIDADE AUMENTADA APLICADA À EDUCAÇÃO"
"Wesley Peron Seno","DEMAW: An environment of Distance Education"
"Wiris Serafim de Menezes","Conflito Sóciocognitivo e Estilos de Aprendizagem na Formação de Grupos para o Aprendizado Colaborativo de Programação "
"Zélia Maria Soares Jófili","CONSTRUÇÃO E UTILIZAÇÃO DE UMA HORTA MEDICINAL ELETRÔNICA NO ENSINO DE CIÊNCIAS"
